issue,key,parent_key,average_to_do_workdays,average_acknowledged_workdays,average_wip_workdays,average_on_hold_team_internal_workdays,average_on_hold_customers_workdays,average_verified_workdays,average_resolved_workdays,workdays_in_current_status,status,sw_resolution__breached,software_defect_resolution_sla_breached,average_resolution_workdays,priority,severity,components,linked_issues_count,resolution,created_by,customer,realm,impacted_environment,found_in,type,defect_category,software_defect_fix_sla_start_date,software_defect_fix_sla_target_date,software_defect_fix_sla_end_date,software_defect_resolution_sla_start_date,software_defect_resolution_sla_target_date,software_defect_resolution_sla_end_date,product_deliverable,core_product,parent_product,feature_attribute,created_date,resolution_date,due_date,software_defect_acknowledgement_sla_breached,software_defect_acknowledgement_sla_start_date,software_defect_acknowledgement_sla_end_date,software_defect_acknowledgement_sla_target_date,external_id,reopen_count,resolution_quality,created_year_month,resolved_year_month
ISSUE-1482,KEY-1482,,0,0,0,0,0,0,0,24.253714444444448,Open,0,Breached,0,unassigned,S2 - Major,COMP-124,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:10,,,5/15/25 23:10,6/12/25 22:50,,PROD-DELIVERABLE-18,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:10:45.000,,,Breached,5/15/25 23:10,,5/22/25 23:10,EXTERNAL-ID-1014,0,Unresolved,2025-05,NaT
ISSUE-1484,KEY-1484,,0,0,27.7303,0,0,0,0,10.92452462962963,Verified,1,Breached,0,unassigned,S2 - Major,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:11,6/5/25 22:56,6/24/25 16:42,5/15/25 23:11,6/12/25 22:51,2025-06-24T16:42:51.000,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:11:12.000,,6/29/25,Breached,5/15/25 23:11,,5/22/25 23:11,EXTERNAL-ID-1021,1,Unresolved,2025-05,2025-06
ISSUE-1485,KEY-1485,,0,0,27.6923,0,0,0,0,10.962186666666666,Verified,1,Breached,0,unassigned,S2 - Major,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:11,6/5/25 22:56,6/24/25 15:48,5/15/25 23:11,6/12/25 22:51,2025-06-24T15:48:37.000,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:11:39.000,,,Breached,5/15/25 23:11,,5/22/25 23:11,EXTERNAL-ID-959,0,Unresolved,2025-05,2025-06
ISSUE-1486,KEY-1486,,0,0,0,0,0,0,0,38.654200555555555,Open,0,Breached,0,unassigned,S2 - Major,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:12,,,5/15/25 23:12,6/12/25 22:52,,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:12:04.000,,,Breached,5/15/25 23:12,,5/22/25 23:12,EXTERNAL-ID-1003,0,Unresolved,2025-05,NaT
ISSUE-1490,KEY-1490,,0,0,0,0,0,0,0,38.65327464,Blocked,0,Not breached,0,unassigned,S3 - Minor,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:13,,,5/15/25 23:13,8/7/25 22:13,,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:13:24.000,,,Breached,5/15/25 23:13,,5/22/25 23:13,EXTERNAL-ID-1004,0,Unresolved,2025-05,NaT
ISSUE-1491,KEY-1491,,0,0,27.7282,0,0,0,0,10.924860289351852,Verified,0,Not breached,0,unassigned,S3 - Minor,COMP-19,1,(unresolved),External Customer,CUST-40,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:13,7/31/25 22:18,6/24/25 16:42,5/15/25 23:13,8/7/25 22:13,2025-06-24T16:42:22.000,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:13:40.000,,6/30/25,Breached,5/15/25 23:13,,5/22/25 23:13,EXTERNAL-ID-944,0,Unresolved,2025-05,2025-06
ISSUE-1492,KEY-1492,,0,0,27.7277,0,0,0,0,10.924976030092592,Verified,1,Breached,0,unassigned,S2 - Major,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:14,6/5/25 22:59,6/24/25 16:42,5/15/25 23:14,6/12/25 22:54,2025-06-24T16:42:12.000,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:14:14.000,,6/29/25,Breached,5/15/25 23:14,,5/22/25 23:14,EXTERNAL-ID-1039,1,Unresolved,2025-05,2025-06
ISSUE-1499,KEY-1499,,0,0,0,0,0,0,0,11.975890381944444,In Progress,0,Breached,0,unassigned,S2 - Major,COMP-19,2,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:16,6/5/25 23:01,,5/15/25 23:16,6/12/25 22:56,,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:16:36.000,,,Breached,5/15/25 23:16,6/23/25 15:28,5/22/25 23:16,EXTERNAL-ID-920,0,Unresolved,2025-05,NaT
ISSUE-1504,KEY-1504,,0,0,27.3127,0,0,0,0,11.333864930555556,Verified,0,Not breached,0,unassigned,S3 - Minor,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:23,7/31/25 22:28,6/24/25 6:53,5/15/25 23:23,8/7/25 22:23,2025-06-24T06:53:24.000,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:23:05.000,,11/29/24,Breached,5/15/25 23:23,,5/22/25 23:23,EXTERNAL-ID-1043,0,Unresolved,2025-05,2025-06
ISSUE-1506,KEY-1506,,0,0,0,0,0,0,0,38.645971412037035,Open,0,Breached,0,unassigned,S2 - Major,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:23,,,5/15/25 23:23,6/12/25 23:03,,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:23:55.000,,,Breached,5/15/25 23:23,,5/22/25 23:23,EXTERNAL-ID-962,0,Unresolved,2025-05,NaT
ISSUE-1509,KEY-1509,,0,0,0,0,0,0,0,38.645091782407405,Open,0,Not breached,0,unassigned,S3 - Minor,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:25,,,5/15/25 23:25,8/7/25 22:25,,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:25:11.000,,,Breached,5/15/25 23:25,,5/22/25 23:25,EXTERNAL-ID-1047,0,Unresolved,2025-05,NaT
ISSUE-1510,KEY-1510,,0,0,0,0,0,0,0,38.644964467592594,In Progress,0,Not breached,0,unassigned,S3 - Minor,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:25,7/31/25 22:30,,5/15/25 23:25,8/7/25 22:25,,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:25:22.000,,7/15/25,Not breached,5/15/25 23:25,5/15/25 23:25,5/22/25 23:25,EXTERNAL-ID-1049,0,Unresolved,2025-05,NaT
ISSUE-1511,KEY-1511,,0,0,27.7194,0,0,0,0,10.925439004629629,Verified,0,Not breached,0,unassigned,S3 - Minor,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:25,7/31/25 22:30,6/24/25 16:41,5/15/25 23:25,8/7/25 22:25,2025-06-24T16:41:32.000,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:25:33.000,,6/30/25,Breached,5/15/25 23:25,,5/22/25 23:25,EXTERNAL-ID-1046,0,Unresolved,2025-05,2025-06
ISSUE-1513,KEY-1513,,0,0,27.719,0,0,0,0,10.925554756944445,Verified,0,Not breached,0,unassigned,S3 - Minor,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:25,7/31/25 22:30,6/24/25 16:41,5/15/25 23:25,8/7/25 22:25,2025-06-24T16:41:22.000,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:25:54.000,,11/29/24,Breached,5/15/25 23:25,,5/22/25 23:25,EXTERNAL-ID-1051,0,Unresolved,2025-05,2025-06
ISSUE-1518,KEY-1518,,0,0,0,0,0,0,0,38.64358716435185,Open,0,Not breached,0,unassigned,S3 - Minor,COMP-19,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:27,,,5/15/25 23:27,8/7/25 22:27,,PROD-DELIVERABLE-17,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-15T23:27:21.000,,,Breached,5/15/25 23:27,,5/22/25 23:27,EXTERNAL-ID-1055,0,Unresolved,2025-05,NaT
ISSUE-1521,KEY-1521,,0,0,1.5694,0,0,0,5.9323,31.12047373842593,Reopened,0,Not breached,1.57,unassigned,S3 - Minor,COMP-19,0,Fixed by Data Correction,External Customer,CUST-54,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-11,5/15/25 23:58,7/31/25 23:03,5/19/25 13:38,5/15/25 23:58,8/15/25 21:20,,PROD-DELIVERABLE-19,CORE-PROD-9,PARENT-PROD-26,FEATURE-2,2025-05-15T23:58:09.000,5/19/25 13:38,,Breached,5/15/25 23:58,,5/30/25 22:20,EXTERNAL-ID-328,1,Positively Resolved,2025-05,NaT
ISSUE-1523,KEY-1523,,0,0,0,0,0,0,0,38.621827905092594,Open,0,Breached,0,unassigned,S2 - Major,COMP-19,0,(unresolved),External Customer,CUST-54,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/15/25 23:58,,,5/15/25 23:58,6/12/25 23:38,,PROD-DELIVERABLE-19,CORE-PROD-9,PARENT-PROD-26,FEATURE-2,2025-05-15T23:58:41.000,,5/24/24,Breached,5/15/25 23:58,,5/22/25 23:58,EXTERNAL-ID-331,0,Unresolved,2025-05,NaT
ISSUE-1525,KEY-1525,,0,0,6.4613,0,0,0,0,32.15547375,Resolved,0,Not breached,6.46,unassigned,S2 - Major,COMP-19,1,Cannot Reproduce,External Customer,CUST-54,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/16/25 0:06,6/5/25 23:51,5/26/25 11:10,5/16/25 0:05,6/12/25 23:45,2025-05-26T11:10:17.000,PROD-DELIVERABLE-19,CORE-PROD-60,PARENT-PROD-26,FEATURE-2,2025-05-16T00:05:58.000,5/26/25 11:10,,Not breached,5/16/25 0:05,5/16/25 0:06,5/23/25 0:05,EXTERNAL-ID-1,1,Negatively Resolved,2025-05,2025-05
ISSUE-1527,KEY-1527,,0,0,0,0,0,0,0,6.131307083333333,Waiting for Information -External,0,Breached,0,unassigned,S2 - Major,COMP-19,0,(unresolved),External Customer,CUST-54,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/16/25 0:08,,,5/16/25 0:08,6/23/25 2:46,,PROD-DELIVERABLE-19,CORE-PROD-9,PARENT-PROD-26,FEATURE-2,2025-05-16T00:08:02.000,,,Breached,5/16/25 0:08,,6/2/25 3:06,EXTERNAL-ID-330,0,Unresolved,2025-05,NaT
ISSUE-1533,KEY-1533,,0,0,0,0,0,0,0,38.60312421296296,Open,0,Breached,0,unassigned,S2 - Major,COMP-19,0,(unresolved),External Customer,CUST-220,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/16/25 0:25,,,5/16/25 0:25,6/13/25 0:05,,PROD-DELIVERABLE-20,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-16T00:25:38.000,,,Breached,5/16/25 0:25,,5/23/25 0:25,EXTERNAL-ID-1,0,Unresolved,2025-05,NaT
ISSUE-1534,KEY-1534,,0,0,0,0,0,0,0,38.603020046296294,Open,0,Not breached,0,unassigned,S3 - Minor,COMP-19,0,(unresolved),External Customer,CUST-220,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/16/25 0:25,,,5/16/25 0:25,8/7/25 23:25,,PROD-DELIVERABLE-20,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-16T00:25:46.000,,,Breached,5/16/25 0:25,,5/23/25 0:25,EXTERNAL-ID-1,0,Unresolved,2025-05,NaT
ISSUE-1535,KEY-1535,,10.5067,0,0,0,0,0,0,28.09512652777778,Resolved,0,Not breached,10.51,unassigned,S3 - Minor,COMP-19,0,Invalid,External Customer,CUST-220,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/16/25 0:27,,,5/16/25 0:27,8/7/25 23:27,2025-05-30T12:37:11.000,PROD-DELIVERABLE-26,CORE-PROD-96,PARENT-PROD-52,FEATURE-2,2025-05-16T00:27:33.000,5/30/25 12:37,,Breached,5/16/25 0:27,5/30/25 12:37,5/23/25 0:27,EXTERNAL-ID-1,0,Negatively Resolved,2025-05,2025-05
ISSUE-1547,KEY-1547,,0.9899,0,0,0,0,0,0,37.13315894675926,Waiting for Information -External,0,Not breached,0,unassigned,S2 - Major,COMP-50,1,(unresolved),External Customer,CUST-200,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/16/25 11:56,,,5/16/25 11:56,9/9/25 14:15,,PROD-DELIVERABLE-1,CORE-PROD-63,PARENT-PROD-29,FEATURE-2,2025-05-16T11:56:54.000,,,Not breached,5/16/25 11:56,,7/15/25 15:00,EXTERNAL-ID-1,0,Unresolved,2025-05,NaT
ISSUE-1549,KEY-1549,,0.8919,8.9301,0,0.8065,0,0,1.2747,23.270404317129632,Waiting for Information -External,0,Not breached,0,unassigned,S1 - Critical,COMP-50,3,(unresolved),External Customer,CUST-200,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/19/25 11:48,6/18/25 11:26,6/3/25 10:05,5/16/25 15:32,7/25/25 23:17,,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-05-16T15:32:58.000,,,Not breached,5/16/25 15:32,,7/10/25 22:00,EXTERNAL-ID-1,1,Unresolved,2025-05,NaT
ISSUE-1550,KEY-1550,,0.0529,0,0,4.987,0,0,0.0223,27.12239505787037,Waiting for Information -External,0,Not breached,0,unassigned,S2 - Major,COMP-50,1,(unresolved),External Customer,CUST-200,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-10,5/16/25 15:34,,,5/16/25 15:34,9/3/25 13:03,,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-05-16T15:34:09.000,,,Breached,5/16/25 15:34,,6/2/25 10:28,EXTERNAL-ID-1,1,Unresolved,2025-05,NaT
ISSUE-1552,KEY-1552,,2.1615,0,0,6.9994,0,0,1.0023,19.132117291666667,Waiting for Information -External,0,Not breached,0,unassigned,S1 - Critical,COMP-50,1,(unresolved),External Customer,CUST-200,REALM--1,ENV-7,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/16/25 16:24,,,5/16/25 16:24,7/29/25 10:31,,PROD-DELIVERABLE-1,CORE-PROD-1,PARENT-PROD-1,FEATURE-2,2025-05-16T16:24:17.000,,,Breached,5/16/25 16:24,,6/30/25 10:50,EXTERNAL-ID-1,1,Unresolved,2025-05,NaT
ISSUE-1556,KEY-1556,,0,0,0,0,0,0,0,37.80481405092593,Waiting For Information -Internal,0,Breached,0,unassigned,S2 - Major,COMP-19,0,(unresolved),External Customer,CUST-34,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/16/25 19:35,,,5/16/25 19:35,6/13/25 19:15,,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-30,2025-05-16T19:35:10.000,,,Breached,5/16/25 19:35,,5/23/25 19:35,EXTERNAL-ID-1,0,Unresolved,2025-05,NaT
ISSUE-1569,KEY-1569,HERESDK-6897,0.1827,0,0,0,0,0,20.2261,16.783182106481483,Closed,0,Not breached,0.18,unassigned,S3 - Minor,COMP-62,0,Invalid,External Customer,CUST-209,REALM--1,ENV-5,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-8,5/19/25 10:17,,,5/19/25 10:17,8/11/25 9:17,2025-05-19T14:40:48.000,PROD-DELIVERABLE-1,CORE-PROD-120,PARENT-PROD-40,FEATURE-2,2025-05-19T10:17:42.000,5/19/25 14:40,,Not breached,5/19/25 10:17,5/19/25 14:40,5/26/25 10:17,EXTERNAL-ID-1,0,Negatively Resolved,2025-05,2025-05
ISSUE-1571,KEY-1571,,0,0,0,0,0,0,0,37.173054791666665,Open,0,Breached,0,unassigned,S2 - Major,COMP-148,0,(unresolved),External Customer,CUST-40,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/19/25 10:44,,,5/19/25 10:44,6/16/25 10:24,,PROD-DELIVERABLE-1,CORE-PROD-8,PARENT-PROD-26,FEATURE-2,2025-05-19T10:44:58.000,,,Breached,5/19/25 10:44,,5/26/25 10:44,EXTERNAL-ID-1123,0,Unresolved,2025-05,NaT
ISSUE-1573,KEY-1573,,0,21.8883,0,0,0,0,0,15.040716840277778,In Progress,0,Breached,0,unassigned,S1 - Critical,COMP-44,1,(unresolved),External Customer,CUST-34,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/19/25 16:36,,,5/19/25 16:36,6/2/25 16:36,,PROD-DELIVERABLE-1,CORE-PROD-16,PARENT-PROD-26,FEATURE-2,2025-05-19T16:36:18.000,,9/30/25,Not breached,5/19/25 16:36,5/19/25 16:36,5/22/25 16:36,EXTERNAL-ID-37,0,Unresolved,2025-05,NaT
ISSUE-1574,KEY-1574,,0,0,0,0,0,0,0,36.928772395833334,In Progress,0,Breached,0,unassigned,S1 - Critical,COMP-44,3,(unresolved),External Customer,CUST-34,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/19/25 16:36,,,5/19/25 16:36,6/2/25 16:36,,PROD-DELIVERABLE-1,CORE-PROD-16,PARENT-PROD-26,FEATURE-2,2025-05-19T16:36:41.000,,,Not breached,5/19/25 16:36,5/19/25 16:36,5/22/25 16:36,EXTERNAL-ID-56,0,Unresolved,2025-05,NaT
ISSUE-1575,KEY-1575,,0,0,0,0,0,0,0,36.92646915509259,In Progress,0,Breached,0,unassigned,S1 - Critical,COMP-44,1,(unresolved),External Customer,CUST-34,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/19/25 16:40,,,5/19/25 16:40,6/2/25 16:40,,PROD-DELIVERABLE-1,CORE-PROD-16,PARENT-PROD-26,FEATURE-2,2025-05-19T16:40:00.000,,,Not breached,5/19/25 16:40,5/19/25 16:40,5/22/25 16:40,EXTERNAL-ID-55,0,Unresolved,2025-05,NaT
ISSUE-1576,KEY-1576,,0,0,0,0,0,0,0,36.92612193287037,In Progress,0,Breached,0,unassigned,S1 - Critical,COMP-44,1,(unresolved),External Customer,CUST-34,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-12,5/19/25 16:40,,,5/19/25 16:40,6/2/25 16:40,,PROD-DELIVERABLE-1,CORE-PROD-16,PARENT-PROD-26,FEATURE-2,2025-05-19T16:40:30.000,,,Not breached,5/19/25 16:40,5/19/25 16:40,5/22/25 16:40,EXTERNAL-ID-54,1,Unresolved,2025-05,NaT
ISSUE-1577,KEY-1577,,0,0,0,0,0,0,0,36.92591361111111,In Progress,0,Breached,0,unassigned,S1 - Critical,COMP-44,1,(unresolved),External Customer,CUST-34,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/19/25 16:40,,,5/19/25 16:40,6/2/25 16:40,,PROD-DELIVERABLE-1,CORE-PROD-16,PARENT-PROD-26,FEATURE-2,2025-05-19T16:40:48.000,,,Not breached,5/19/25 16:40,5/19/25 16:40,5/22/25 16:40,EXTERNAL-ID-136,0,Unresolved,2025-05,NaT
ISSUE-1580,KEY-1580,,0,0,29.1053,0,0,0,0,7.767186759259259,Resolved,0,Not breached,29.11,unassigned,S3 - Minor,COMP-46,0,Invalid,External Customer,CUST-34,REALM--1,ENV-8,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/19/25 17:57,8/4/25 17:02,6/27/25 20:29,5/19/25 17:57,8/11/25 16:57,2025-06-27T20:29:25.000,PROD-DELIVERABLE-6,CORE-PROD-52,PARENT-PROD-21,FEATURE-2,2025-05-19T17:57:44.000,6/27/25 20:29,11/30/23,Breached,5/19/25 17:57,6/27/25 20:29,5/26/25 17:57,EXTERNAL-ID-1,0,Negatively Resolved,2025-05,2025-06
ISSUE-1585,KEY-1585,,1.177,15.7938,0,12.0739,0,0,0,7.394466851851853,In Progress,0,Breached,0,unassigned,S1 - Critical,COMP-90,4,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,5/20/25 4:21,,,5/20/25 4:21,6/3/25 4:21,,PROD-DELIVERABLE-8,CORE-PROD-52,PARENT-PROD-21,FEATURE-92,2025-05-20T04:21:49.000,,,Not breached,5/20/25 4:21,5/21/25 8:36,5/23/25 4:21,EXTERNAL-ID-828,0,Unresolved,2025-05,NaT
ISSUE-1593,KEY-1593,,6.075,0,0,0,0,0,0,30.09409648148148,Resolved,0,Not breached,6.07,unassigned,S2 - Major,COMP-28,0,Won't Fix,External Customer,CUST-162,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,5/20/25 10:50,,,5/20/25 10:50,6/17/25 10:30,2025-05-28T12:38:40.000,PROD-DELIVERABLE-1,CORE-PROD-98,PARENT-PROD-41,FEATURE-2,2025-05-20T10:50:41.000,5/28/25 12:38,,Breached,5/20/25 10:50,5/28/25 12:38,5/27/25 10:50,EXTERNAL-ID-1,0,Negatively Resolved,2025-05,2025-05
ISSUE-1597,KEY-1597,,0,0,0,0,0,0,0,35.86499927083333,Open,0,Breached,0,unassigned,S2 - Major,COMP-130,0,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,5/20/25 12:17,,,5/20/25 12:17,6/17/25 11:57,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-90,2025-05-20T12:17:50.000,,,Breached,5/20/25 12:17,,5/27/25 12:17,EXTERNAL-ID-829,0,Unresolved,2025-05,NaT
ISSUE-1599,KEY-1599,,2.0562,0,0,0,17.741,0,0,16.29936269675926,Resolved,0,Not breached,19.8,unassigned,S1 - Critical,COMP-44,0,Invalid,External Customer,CUST-34,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/20/25 12:35,,,5/20/25 12:35,6/27/25 6:22,2025-06-17T07:43:05.000,PROD-DELIVERABLE-25,CORE-PROD-110,PARENT-PROD-26,FEATURE-2,2025-05-20T12:35:10.000,6/17/25 7:43,6/30/25,Not breached,5/20/25 12:35,6/17/25 7:43,6/18/25 6:22,EXTERNAL-ID-307,0,Negatively Resolved,2025-05,2025-06
ISSUE-1606,KEY-1606,,10.867,0,0,0,1.8237,0,0.0004,22.37931640046296,Closed,0,Not breached,12.69,unassigned,S2 - Major,COMP-120,0,Cannot Reproduce,External Customer,CUST-237,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,5/21/25 13:12,,,5/21/25 13:12,6/20/25 8:38,2025-06-09T05:47:22.000,PROD-DELIVERABLE-1,CORE-PROD-117,PARENT-PROD-38,FEATURE-2,2025-05-21T13:12:50.000,6/9/25 5:47,,Breached,5/21/25 13:12,6/9/25 5:47,5/30/25 8:58,EXTERNAL-ID-1,0,Negatively Resolved,2025-05,2025-06
ISSUE-1610,KEY-1610,,0,0.3914,1.6588,0,3.2673,0,13.2337,5.736619641203704,Reopened,0,Not breached,0,unassigned,S3 - Minor,COMP-45,0,(unresolved),External Customer,CUST-36,REALM--25,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-1,5/23/25 8:00,8/13/25 13:30,5/30/25 15:37,5/21/25 23:25,9/5/25 10:27,,PROD-DELIVERABLE-1,CORE-PROD-52,PARENT-PROD-21,FEATURE-62,2025-05-21T23:25:50.000,,,Breached,5/21/25 23:25,,6/24/25 12:39,EXTERNAL-ID-835,1,Unresolved,2025-05,NaT
ISSUE-1622,KEY-1622,,0.1686,0,0,0,0,0,0,33.99901548611111,Blocked,0,Breached,0,unassigned,S1 - Critical,COMP-44,0,(unresolved),External Customer,CUST-34,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/22/25 10:52,,,5/22/25 10:52,6/5/25 10:52,,PROD-DELIVERABLE-1,CORE-PROD-3,PARENT-PROD-26,FEATURE-2,2025-05-22T10:52:47.000,,,Breached,5/22/25 10:52,,5/27/25 10:52,EXTERNAL-ID-25,0,Unresolved,2025-05,NaT
ISSUE-1625,KEY-1625,,2.2282,0,0,0,0,0,0,31.91708261574074,Blocked,0,Breached,0,unassigned,S1 - Critical,COMP-44,0,(unresolved),External Customer,CUST-34,REALM--1,ENV-1,User/Customer Acceptance Test,Software Defect,DEFECT-CATEGORY-1,5/22/25 11:24,,,5/22/25 11:24,6/5/25 11:24,,PROD-DELIVERABLE-1,CORE-PROD-3,PARENT-PROD-26,FEATURE-2,2025-05-22T11:24:56.000,,,Breached,5/22/25 11:24,,5/27/25 11:24,EXTERNAL-ID-311,0,Unresolved,2025-05,NaT
ISSUE-1627,KEY-1627,,0,0,0,0,0,0,20.0752,12.91440900462963,Reopened,0,Breached,0,unassigned,S1 - Critical,COMP-107,0,(unresolved),External Customer,CUST-248,REALM--1,ENV-7,Post Production Release,Software Defect,DEFECT-CATEGORY-8,5/22/25 12:03,,,5/22/25 12:03,7/3/25 13:52,,PROD-DELIVERABLE-1,CORE-PROD-70,PARENT-PROD-54,FEATURE-2,2025-05-22T12:03:46.000,,,Breached,5/22/25 12:03,,6/24/25 13:52,EXTERNAL-ID-48,2,Unresolved,2025-05,NaT
